href;language_num;sex;birth_place;native_language;other_languages;age_sex;age_of_english_onset;english_learning_method;english_residence;length_of_english_residence;age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1220;english339;male;['illinois,', 'usa'];"english
(eng)";['none'];['54,', 'male', ''];0.0;naturalistic;['usa,', 'canada'];54.0;54
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1222;english340;male;['virginia,', 'usa'];"english
(eng)";['none'];['19,', 'male', ''];0.0;naturalistic;['usa'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1224;english341;female;['york,', 'usa'];"english
(eng)";['german', ''];['23,', 'female', ''];0.0;naturalistic;['usa'];23.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1225;english342;male;['missouri,', 'usa'];"english
(eng)";['none'];['33,', 'male', ''];0.0;naturalistic;['usa'];33.0;33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1226;english343;male;['maine,', 'usa'];"english
(eng)";['german', 'spanish', ''];['23,', 'male', ''];0.0;naturalistic;['usa'];23.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1232;english344;female;['carolina,', 'usa'];"english
(eng)";['french', 'spanish', ''];['19,', 'female', ''];0.0;naturalistic;['usa'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1233;english345;male;['missouri,', 'usa'];"english
(eng)";['spanish', ''];['20,', 'male', ''];0.0;naturalistic;['usa'];20.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1235;english346;male;['connecticut,', 'usa'];"english
(eng)";['french', ''];['60,', 'male', ''];0.0;naturalistic;['usa'];60.0;60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1236;english347;female;['minnesota,', 'usa'];"english
(eng)";['spanish', ''];['22,', 'female', ''];0.0;naturalistic;['usa'];22.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1237;english348;female;['pinas,', 'philippines'];"english
(eng)";['tagalog', ''];['20,', 'female', ''];0.0;naturalistic;['philippines'];20.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1239;english349;female;['virginia,', 'usa'];"english
(eng)";['none'];['24,', 'female', ''];0.0;naturalistic;['usa'];24.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1241;english350;female;['staffordshire,', 'uk'];"english
(eng)";['none'];['18,', 'female', ''];0.0;naturalistic;['uk'];18.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1242;english351;male;['missouri,', 'usa'];"english
(eng)";['none'];['37,', 'male', ''];0.0;naturalistic;['usa'];37.0;37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1243;english352;male;['singapore,', 'singapore'];"english
(eng)";['mandarin', 'hokkien', 'cantonese', 'hainanese', ''];['25,', 'male', ''];0.0;naturalistic;['singapore'];25.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1246;english353;male;['saskatchewan,', 'canada'];"english
(eng)";['french', ''];['18,', 'male', ''];0.0;naturalistic;['canada'];18.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1250;english354;female;['new', 'zealand'];"english
(eng)";['maori', 'french', 'german', ''];['23,', 'female', ''];0.0;naturalistic;['new', 'zealand,', 'ireland,', 'uk,', 'usa'];22.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1256;english355;male;['california,', 'usa'];"english
(eng)";['vietnamese', ''];['19,', 'male', ''];0.0;naturalistic;['usa'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1257;english356;female;['manitoba,', 'canada'];"english
(eng)";['none'];['23,', 'female', ''];0.0;naturalistic;['canada'];23.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1258;english357;male;['georgia,', 'usa'];"english
(eng)";['german', ''];['24,', 'male', ''];0.0;naturalistic;['usa'];24.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1259;english358;male;['brunswick,', 'canada'];"english
(eng)";['none'];['19,', 'male', ''];0.0;naturalistic;['canada'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1276;english359;male;['brunswick,', 'canada'];"english
(eng)";['french', 'latin', 'german', 'italian', 'spanish', ''];['32,', 'male', ''];0.0;naturalistic;['canada,', 'usa'];32.0;32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1277;english360;female;['pennsylvania,', 'usa'];"english
(eng)";['hebrew', ''];['19,', 'female', ''];0.0;naturalistic;['usa'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1280;english361;female;['minnesota,', 'usa'];"english
(eng)";['spanish', 'chinese', ''];['20,', 'female', ''];0.0;naturalistic;['usa'];20.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1281;english362;male;['cork,', 'ireland'];"english
(eng)";['irish', ''];['21,', 'male', ''];0.0;naturalistic;['ireland'];21.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1287;english363;male;['donington,', 'uk'];"english
(eng)";['none'];['20,', 'male', ''];0.0;naturalistic;['uk'];20.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1288;english364;female;['sydney,', 'australia'];"english
(eng)";['french', 'tagalog', ''];['28,', 'female', ''];0.0;naturalistic;['australia'];24.0;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1292;english365;male;['oxford,', 'uk'];"english
(eng)";['french', ''];['52,', 'male', ''];0.0;naturalistic;['uk'];52.0;52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1293;english366;female;['bournesmouth,', 'uk'];"english
(eng)";['none'];['25,', 'female', ''];0.0;naturalistic;['uk'];25.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1294;english367;female;['birkenhead,', 'uk'];"english
(eng)";['french', 'russian', ''];['25,', 'female', ''];0.0;naturalistic;['uk'];23.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1295;english368;male;['strattford-on-avon,', 'uk'];"english
(eng)";['french', 'german', ''];['43,', 'male', ''];0.0;naturalistic;['uk,', 'singapore'];43.0;43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1297;english369;male;['oregon,', 'usa'];"english
(eng)";['spanish', ''];['27,', 'male', ''];0.0;naturalistic;['usa'];27.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1302;english370;male;['pondicherry,', 'india'];"english
(eng)";['french', 'tamil', ''];['22,', 'male', ''];0.0;naturalistic;['canada,', 'ireland'];16.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1303;english371;female;['colorado,', 'usa'];"english
(eng)";['french', ''];['27,', 'female', ''];0.0;naturalistic;['usa,', 'canada'];27.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1307;english372;male;['virginia,', 'usa'];"english
(eng)";['none'];['80,', 'male', ''];0.0;naturalistic;['usa'];80.0;80
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1308;english373;male;['kentucky,', 'usa'];"english
(eng)";['none'];['22,', 'male', ''];0.0;naturalistic;['usa'];22.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1310;english374;male;['wales,', 'uk'];"english
(eng)";['welsh', ''];['36,', 'male', ''];0.0;naturalistic;['uk'];36.0;36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1312;english375;male;['connecticut,', 'usa'];"english
(eng)";['spanish', ''];['28,', 'male', ''];0.0;naturalistic;['usa,', 'uk'];28.0;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1315;english376;male;['california,', 'usa'];"english
(eng)";['none'];['46,', 'male', ''];0.0;naturalistic;['usa'];46.0;46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1319;english377;female;['michigan,', 'usa'];"english
(eng)";['none'];['32,', 'female', ''];0.0;naturalistic;['usa'];32.0;32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1320;english378;female;['maryland,', 'usa'];"english
(eng)";['none'];['38,', 'female', ''];0.0;naturalistic;['usa'];38.0;38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1321;english379;male;['jersey,', 'usa'];"english
(eng)";['none'];['43,', 'male', ''];0.0;naturalistic;['usa'];43.0;43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1323;english380;female;['virginia,', 'usa'];"english
(eng)";['spanish', 'french', ''];['34,', 'female', ''];0.0;naturalistic;['usa'];33.0;34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1324;english381;male;['kentucky,', 'usa'];"english
(eng)";['none'];['85,', 'male', ''];0.0;naturalistic;['usa'];85.0;85
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1325;english382;male;['virginia,', 'usa'];"english
(eng)";['none'];['34,', 'male', ''];0.0;naturalistic;['usa'];29.0;34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1326;english383;female;['columbia,', 'usa'];"english
(eng)";['none'];['32,', 'female', ''];0.0;naturalistic;['usa'];22.0;32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1327;english384;male;['virginia,', 'usa'];"english
(eng)";['none'];['57,', 'male', ''];0.0;naturalistic;['usa'];57.0;57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1328;english385;female;['kentucky,', 'usa'];"english
(eng)";['none'];['77,', 'female', ''];0.0;naturalistic;['usa'];77.0;77
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1330;english386;female;['california,', 'usa'];"english
(eng)";['spanish', ''];['56,', 'female', ''];0.0;naturalistic;['usa'];56.0;56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1331;english387;female;['california,', 'usa'];"english
(eng)";['spanish', ''];['21,', 'female', ''];0.0;naturalistic;['usa'];21.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1332;english388;female;['virginia,', 'usa'];"english
(eng)";['none'];['70,', 'female', ''];0.0;naturalistic;['usa'];70.0;70
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1333;english389;female;['virginia,', 'usa'];"english
(eng)";['none'];['71,', 'female', ''];0.0;naturalistic;['usa'];71.0;71
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1334;english390;male;['wisconsin,', 'usa'];"english
(eng)";['mandarin', 'taiwanese', ''];['74,', 'male', ''];0.0;naturalistic;['usa'];67.0;74
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1335;english391;female;['florida,', 'usa'];"english
(eng)";['none'];['84,', 'female', ''];0.0;naturalistic;['usa'];84.0;84
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1336;english392;male;['virginia,', 'usa'];"english
(eng)";['none'];['62,', 'male', ''];0.0;naturalistic;['usa'];62.0;62
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1337;english393;female;['columbia,', 'usa'];"english
(eng)";['french', ''];['58,', 'female', ''];0.0;naturalistic;['usa'];58.0;58
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1339;english394;female;['carolina,', 'usa'];"english
(eng)";['none'];['82,', 'female', ''];0.0;naturalistic;['usa'];82.0;82
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1340;english395;male;['virginia,', 'usa'];"english
(eng)";['none'];['39,', 'male', ''];0.0;naturalistic;['usa'];39.0;39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1341;english396;female;['virginia,', 'usa'];"english
(eng)";['none'];['48,', 'female', ''];0.0;naturalistic;['usa'];48.0;48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1342;english397;female;['carolina,', 'usa'];"english
(eng)";['none'];['76,', 'female', ''];0.0;naturalistic;['usa'];76.0;76
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1343;english398;female;['carolina,', 'usa'];"english
(eng)";['none'];['83,', 'female', ''];0.0;naturalistic;['usa'];83.0;83
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1345;english399;female;['georgia,', 'usa'];"english
(eng)";['none'];['80,', 'female', ''];0.0;naturalistic;['usa'];80.0;80
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1348;english400;female;['wight,', 'uk'];"english
(eng)";['none'];['59,', 'female', ''];0.0;naturalistic;['canada'];55.0;59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1349;english401;male;['lucerne,', 'switzerland'];"english
(eng)";['none'];['26,', 'male', ''];0.0;naturalistic;['australia'];26.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1350;english402;female;['canberra,', 'australia'];"english
(eng)";['none'];['26,', 'female', ''];0.0;naturalistic;['australia'];26.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1351;english403;female;['sydney,', 'australia'];"english
(eng)";['none'];['29,', 'female', ''];0.0;naturalistic;['australia'];29.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1352;english404;male;['windsor,', 'australia'];"english
(eng)";['italian', 'japanese', ''];['29,', 'male', ''];0.0;naturalistic;['australia'];29.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1353;english405;female;['geelong,', 'australia'];"english
(eng)";['german', 'indonesian', ''];['32,', 'female', ''];0.0;naturalistic;['australia,', 'usa'];30.0;32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1358;english406;female;['florida,', 'usa'];"english
(eng)";['none'];['24,', 'female', ''];0.0;naturalistic;['usa'];24.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1360;english407;male;['ontario,', 'canada'];"english
(eng)";['maltese', ''];['47,', 'male', ''];0.0;naturalistic;['canada'];47.0;47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1361;english408;male;['california,', 'usa'];"english
(eng)";['spanish', ''];['64,', 'male', ''];0.0;naturalistic;['usa'];64.0;64
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1362;english409;female;['maitland,', 'australia'];"english
(eng)";['french', ''];['60,', 'female', ''];0.0;naturalistic;['australia'];60.0;60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1363;english410;male;['new', 'zealand'];"english
(eng)";['none'];['35,', 'male', ''];0.0;naturalistic;['New', 'Zealand,', 'Australia'];35.0;35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1371;english411;female;['columbia,', 'usa'];"english
(eng)";['spanish', ''];['26,', 'female', ''];0.0;naturalistic;['usa'];26.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1372;english412;female;['columbia,', 'usa'];"english
(eng)";['german', ''];['31,', 'female', ''];0.0;naturalistic;['usa'];25.0;31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1373;english413;female;['england,', 'uk'];"english
(eng)";['none'];['20,', 'female', ''];0.0;naturalistic;['uk'];20.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1374;english414;female;['island,', 'usa'];"english
(eng)";['none'];['30,', 'female', ''];0.0;naturalistic;['usa'];30.0;30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1375;english415;male;['island,', 'usa'];"english
(eng)";['none'];['32,', 'male', ''];0.0;naturalistic;['usa'];32.0;32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1377;english416;male;['sydney,', 'australia'];"english
(eng)";['portuguese', ''];['34,', 'male', ''];0.0;naturalistic;['australia,', 'usa'];20.0;34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1380;english417;female;['wales,', 'uk'];"english
(eng)";['german', ''];['20,', 'female', ''];0.0;naturalistic;['uk'];20.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1384;english418;male;['arlington,', 'virginia'];"english
(eng)";['none'];['29,', 'male', ''];0.0;naturalistic;['usa'];29.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1385;english419;male;['ohio,', 'usa'];"english
(eng)";['german', 'gaelic', ''];['27,', 'male', ''];0.0;naturalistic;['usa'];27.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1387;english420;male;['new', 'zealand'];"english
(eng)";['none'];['21,', 'male', ''];0.0;naturalistic;['new', 'zealand'];21.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1388;english421;male;['landstuhl,', 'germany'];"english
(eng)";['french', 'mandarin', ''];['38,', 'male', ''];0.0;naturalistic;['usa'];25.0;38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1390;english422;male;['york,', 'usa'];"english
(eng)";['spanish', ''];['31,', 'male', ''];0.0;naturalistic;['usa'];31.0;31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1395;english423;female;['maryland,', 'usa'];"english
(eng)";['spanish', 'german', 'italian', ''];['24,', 'female', ''];0.0;naturalistic;['usa'];24.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1409;english424;male;['virginia,', 'usa'];"english
(eng)";['none'];['75,', 'male', ''];0.0;naturalistic;['usa'];75.0;75
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1410;english425;male;['virginia,', 'usa'];"english
(eng)";['none'];['31,', 'male', ''];0.0;naturalistic;['usa'];31.0;31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1411;english426;female;['carolina,', 'usa'];"english
(eng)";['none'];['30,', 'female', ''];0.0;naturalistic;['usa'];30.0;30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1412;english427;female;['pennsylvania,', 'usa'];"english
(eng)";['none'];['68,', 'female', ''];0.0;naturalistic;['usa'];68.0;68
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1413;english428;female;['carolina,', 'usa'];"english
(eng)";['none'];['55,', 'female', ''];0.0;naturalistic;['usa'];55.0;55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1416;english429;female;['pennsylvania,', 'usa'];"english
(eng)";['german', ''];['19,', 'female', ''];0.0;naturalistic;['usa'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1419;english430;female;['melbourne,', 'australia'];"english
(eng)";['none'];['23,', 'female', ''];0.0;naturalistic;['australia'];23.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1423;english431;female;['wisconsin,', 'usa'];"english
(eng)";['german', ''];['23,', 'female', ''];0.0;naturalistic;['usa'];23.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1428;english432;female;['dublin,', 'ireland'];"english
(eng)";['french', 'spanish', ''];['22,', 'female', ''];0.0;naturalistic;['ireland'];21.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1430;english433;female;['michigan,', 'usa'];"english
(eng)";['none'];['32,', 'female', ''];0.0;naturalistic;['usa'];32.0;32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1469;english434;male;['kansas,', 'usa'];"english
(eng)";['german', ''];['24,', 'male', ''];0.0;naturalistic;['usa'];24.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1471;english435;female;['california,', 'usa'];"english
(eng)";['japanese', ''];['20,', 'female', ''];0.0;naturalistic;['usa'];17.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1475;english436;female;['the', 'bahamas'];"english
(eng)";['none'];['19,', 'female', ''];0.0;naturalistic;['the', 'bahamas'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1477;english437;male;['ohio,', 'usa'];"english
(eng)";['french', 'italian', ''];['21,', 'male', ''];0.0;naturalistic;['usa'];21.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1492;english438;female;['texas,', 'usa'];"english
(eng)";['none'];['20,', 'female', ''];0.0;naturalistic;['usa'];20.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1493;english439;female;['columbia,', 'canada'];"english
(eng)";['none'];['18,', 'female', ''];0.0;naturalistic;['canada'];18.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1502;english440;female;['scotland,', 'uk'];"english
(eng)";['spanish', ''];['22,', 'female', ''];0.0;naturalistic;['scotland'];22.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1524;english441;female;['illinois,', 'usa'];"english
(eng)";['french', ''];['19,', 'female', ''];0.0;naturalistic;['usa'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1528;english442;male;['york,', 'usa'];"english
(eng)";['french', 'spanish', ''];['23,', 'male', ''];0.0;naturalistic;['usa'];23.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1530;english443;male;['colorado,', 'usa'];"english
(eng)";['french', 'spanish', ''];['31,', 'male', ''];0.0;naturalistic;['usa'];31.0;31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1531;english444;male;['alabama,', 'usa'];"english
(eng)";['spanish', ''];['24,', 'male', ''];0.0;naturalistic;['usa'];24.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1532;english445;male;['california,', 'usa'];"english
(eng)";['mandarin', ''];['60,', 'male', ''];0.0;naturalistic;['usa'];59.0;60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1533;english446;female;['minnesota,', 'usa'];"english
(eng)";['none'];['23,', 'female', ''];0.0;naturalistic;['usa'];23.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1534;english447;male;['connecticut,', 'usa'];"english
(eng)";['french', ''];['21,', 'male', ''];0.0;naturalistic;['usa'];21.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1536;english448;male;['scotland,', 'uk'];"english
(eng)";['german', ''];['20,', 'male', ''];0.0;naturalistic;['uk'];20.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1538;english449;male;['vermont,', 'usa'];"english
(eng)";['none'];['27,', 'male', ''];0.0;naturalistic;['usa'];27.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1544;english450;male;['windsor,', 'uk'];"english
(eng)";['french', 'german', ''];['26,', 'male', ''];0.0;naturalistic;['uk'];26.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1546;english451;male;['georgia,', 'usa'];"english
(eng)";['russian', ''];['44,', 'male', ''];0.0;naturalistic;['usa'];44.0;44
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1547;english452;male;['newcastle,', 'australia'];"english
(eng)";['none'];['24,', 'male', ''];0.0;naturalistic;['australia'];24.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1548;english453;female;['illinois,', 'usa'];"english
(eng)";['french', ''];['21,', 'female', ''];0.0;naturalistic;['usa'];21.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1550;english454;female;['carolina,', 'usa'];"english
(eng)";['spanish', ''];['19,', 'female', ''];0.0;naturalistic;['usa'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1552;english455;female;['dc,', 'usa'];"english
(eng)";['spanish', ''];['29,', 'female', ''];0.0;naturalistic;['usa'];29.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1554;english456;female;['leyland,', 'uk'];"english
(eng)";['none'];['37,', 'female', ''];0.0;naturalistic;['uk'];37.0;37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1555;english457;male;['york,', 'usa'];"english
(eng)";['none'];['43,', 'male', ''];0.0;naturalistic;['usa'];40.0;43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1559;english458;female;['nevada,', 'usa'];"english
(eng)";['japanese', ''];['22,', 'female', ''];0.0;naturalistic;['usa'];22.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1560;english459;male;['carolina,', 'usa'];"english
(eng)";['french', 'german', ''];['19,', 'male', ''];0.0;naturalistic;['usa'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1561;english460;female;['england,', 'uk'];"english
(eng)";['german', ''];['19,', 'female', ''];0.0;naturalistic;['uk'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1563;english461;female;['york,', 'usa'];"english
(eng)";['none'];['44,', 'female', ''];0.0;naturalistic;['usa'];44.0;44
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1564;english462;male;['kentucky,', 'usa'];"english
(eng)";['german', ''];['20,', 'male', ''];0.0;naturalistic;['usa'];20.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1571;english463;female;['york,', 'usa'];"english
(eng)";['french', 'spanish', ''];['53,', 'female', ''];0.0;naturalistic;['usa'];53.0;53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1618;english464;male;['ontario,', 'canada'];"english
(eng)";['german', 'french', ''];['27,', 'male', ''];0.0;naturalistic;['canada'];24.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1635;english465;male;['buckinghamshire,', 'uk'];"english
(eng)";['french', 'spanish', 'mandarin', ''];['20,', 'male', ''];0.0;naturalistic;['uk'];19.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1637;english466;male;['maine,', 'usa'];"english
(eng)";['none'];['18,', 'male', ''];0.0;naturalistic;['usa'];18.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1639;english467;male;['pozzuoli,', 'italy'];"english
(eng)";['none'];['23,', 'male', ''];1.0;naturalistic;['usa'];18.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1640;english468;male;['carolina,', 'usa'];"english
(eng)";['german', 'greek,', 'ancient', ''];['30,', 'male', ''];0.0;naturalistic;['usa'];30.0;30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1641;english469;male;['tennessee,', 'usa'];"english
(eng)";['japanese', ''];['22,', 'male', ''];0.0;naturalistic;['usa'];21.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1642;english470;male;['buzzard,', 'uk'];"english
(eng)";['french', 'japanese', ''];['21,', 'male', ''];0.0;naturalistic;['uk'];20.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1648;english471;female;['alberta,', 'canada'];"english
(eng)";['spanish', 'french', ''];['26,', 'female', ''];0.0;naturalistic;['canada'];24.5;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1649;english472;male;['rota,', 'spain'];"english
(eng)";['spanish', 'russian', ''];['26,', 'male', ''];0.0;naturalistic;['usa'];23.0;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1650;english473;male;['nottingham,', 'uk'];"english
(eng)";['none'];['20,', 'male', ''];0.0;naturalistic;['uk'];20.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1656;english474;female;['minnesota,', 'usa'];"english
(eng)";['spanish', ''];['33,', 'female', ''];0.0;naturalistic;['usa'];33.0;33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1657;english475;female;['utah,', 'usa'];"english
(eng)";['none'];['29,', 'female', ''];0.0;naturalistic;['usa'];29.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1658;english476;female;['hampshire,', 'usa'];"english
(eng)";['none'];['64,', 'female', ''];0.0;naturalistic;['usa'];64.0;64
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1659;english477;female;['california,', 'usa'];"english
(eng)";['german', ''];['31,', 'female', ''];0.0;naturalistic;['usa'];27.0;31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1661;english478;male;['scotia,', 'canada'];"english
(eng)";['none'];['19,', 'male', ''];0.0;naturalistic;['canada'];19.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1664;english479;female;['york,', 'usa'];"english
(eng)";['none'];['64,', 'female', ''];0.0;naturalistic;['usa'];64.0;64
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1665;english480;male;['carolina,', 'usa'];"english
(eng)";['none'];['58,', 'male', ''];0.0;naturalistic;['usa'];58.0;58
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1666;english481;female;['oklahoma,', 'usa'];"english
(eng)";['german', 'spanish', ''];['88,', 'female', ''];0.0;naturalistic;['usa'];82.0;88
