speaker_id;file_name;sample_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence;class_labels
2571;english325;english325;reading, pennsylvania, usa;english;italian;32;male;0;naturalistic;usa;32;9
2572;english325 white noise;english325 white noise;reading, pennsylvania, usa;english;italian;32;male;0;naturalistic;usa;32;9
2573;english325 time stretch;english325 time stretch;reading, pennsylvania, usa;english;italian;32;male;0;naturalistic;usa;32;9
2574;english325 pitch scale;english325 pitch scale;reading, pennsylvania, usa;english;italian;32;male;0;naturalistic;usa;32;9
2575;english325 random gain;english325 random gain;reading, pennsylvania, usa;english;italian;32;male;0;naturalistic;usa;32;9
2576;english326;english326;fairborn, ohio, usa;english;none;53;male;0;naturalistic;usa;50;9
2577;english326 white noise;english326 white noise;fairborn, ohio, usa;english;none;53;male;0;naturalistic;usa;50;9
2578;english326 time stretch;english326 time stretch;fairborn, ohio, usa;english;none;53;male;0;naturalistic;usa;50;9
2579;english326 pitch scale;english326 pitch scale;fairborn, ohio, usa;english;none;53;male;0;naturalistic;usa;50;9
2580;english326 random gain;english326 random gain;fairborn, ohio, usa;english;none;53;male;0;naturalistic;usa;50;9
2581;english327;english327;dunedin, florida, usa;english;none;27;male;0;naturalistic;usa;27;9
2582;english327 white noise;english327 white noise;dunedin, florida, usa;english;none;27;male;0;naturalistic;usa;27;9
2583;english327 time stretch;english327 time stretch;dunedin, florida, usa;english;none;27;male;0;naturalistic;usa;27;9
2584;english327 pitch scale;english327 pitch scale;dunedin, florida, usa;english;none;27;male;0;naturalistic;usa;27;9
2585;english327 random gain;english327 random gain;dunedin, florida, usa;english;none;27;male;0;naturalistic;usa;27;9
2586;english328;english328;hollywood, florida, usa;english;thai;23;female;0;naturalistic;usa;23;9
2587;english328 white noise;english328 white noise;hollywood, florida, usa;english;thai;23;female;0;naturalistic;usa;23;9
2588;english328 time stretch;english328 time stretch;hollywood, florida, usa;english;thai;23;female;0;naturalistic;usa;23;9
2589;english328 pitch scale;english328 pitch scale;hollywood, florida, usa;english;thai;23;female;0;naturalistic;usa;23;9
2590;english328 random gain;english328 random gain;hollywood, florida, usa;english;thai;23;female;0;naturalistic;usa;23;9
2591;english329;english329;boise, idaho, usa;english;french;21;female;0;naturalistic;usa;19;9
2592;english329 white noise;english329 white noise;boise, idaho, usa;english;french;21;female;0;naturalistic;usa;19;9
2593;english329 time stretch;english329 time stretch;boise, idaho, usa;english;french;21;female;0;naturalistic;usa;19;9
2594;english329 pitch scale;english329 pitch scale;boise, idaho, usa;english;french;21;female;0;naturalistic;usa;19;9
2595;english329 random gain;english329 random gain;boise, idaho, usa;english;french;21;female;0;naturalistic;usa;19;9
2596;english330;english330;augusta, georgia, usa;english;french;18;female;0;naturalistic;usa;18;9
2597;english330 white noise;english330 white noise;augusta, georgia, usa;english;french;18;female;0;naturalistic;usa;18;9
2598;english330 time stretch;english330 time stretch;augusta, georgia, usa;english;french;18;female;0;naturalistic;usa;18;9
2599;english330 pitch scale;english330 pitch scale;augusta, georgia, usa;english;french;18;female;0;naturalistic;usa;18;9
2600;english330 random gain;english330 random gain;augusta, georgia, usa;english;french;18;female;0;naturalistic;usa;18;9
2601;english331;english331;perth, australia;english;none;28;female;0;naturalistic;australia;28;9
2602;english331 white noise;english331 white noise;perth, australia;english;none;28;female;0;naturalistic;australia;28;9
2603;english331 time stretch;english331 time stretch;perth, australia;english;none;28;female;0;naturalistic;australia;28;9
2604;english331 pitch scale;english331 pitch scale;perth, australia;english;none;28;female;0;naturalistic;australia;28;9
2605;english331 random gain;english331 random gain;perth, australia;english;none;28;female;0;naturalistic;australia;28;9
2606;english332;english332;baltimore, maryland, usa;english;none;20;female;0;naturalistic;usa;20;9
2607;english332 white noise;english332 white noise;baltimore, maryland, usa;english;none;20;female;0;naturalistic;usa;20;9
2608;english332 time stretch;english332 time stretch;baltimore, maryland, usa;english;none;20;female;0;naturalistic;usa;20;9
2609;english332 pitch scale;english332 pitch scale;baltimore, maryland, usa;english;none;20;female;0;naturalistic;usa;20;9
2610;english332 random gain;english332 random gain;baltimore, maryland, usa;english;none;20;female;0;naturalistic;usa;20;9
2611;english333;english333;spokane, washington, usa;english;none;32;female;0;naturalistic;usa;29;9
2612;english333 white noise;english333 white noise;spokane, washington, usa;english;none;32;female;0;naturalistic;usa;29;9
2613;english333 time stretch;english333 time stretch;spokane, washington, usa;english;none;32;female;0;naturalistic;usa;29;9
2614;english333 pitch scale;english333 pitch scale;spokane, washington, usa;english;none;32;female;0;naturalistic;usa;29;9
2615;english333 random gain;english333 random gain;spokane, washington, usa;english;none;32;female;0;naturalistic;usa;29;9
2616;english334;english334;derby, england, uk;english;none;18;female;0;naturalistic;uk;18;9
2617;english334 white noise;english334 white noise;derby, england, uk;english;none;18;female;0;naturalistic;uk;18;9
2618;english334 time stretch;english334 time stretch;derby, england, uk;english;none;18;female;0;naturalistic;uk;18;9
2619;english334 pitch scale;english334 pitch scale;derby, england, uk;english;none;18;female;0;naturalistic;uk;18;9
2620;english334 random gain;english334 random gain;derby, england, uk;english;none;18;female;0;naturalistic;uk;18;9
2621;english335;english335;washington, district of columbia, usa;english;none;6;male;0;naturalistic;usa;6;9
2622;english335 white noise;english335 white noise;washington, district of columbia, usa;english;none;6;male;0;naturalistic;usa;6;9
2623;english335 time stretch;english335 time stretch;washington, district of columbia, usa;english;none;6;male;0;naturalistic;usa;6;9
2624;english335 pitch scale;english335 pitch scale;washington, district of columbia, usa;english;none;6;male;0;naturalistic;usa;6;9
2625;english335 random gain;english335 random gain;washington, district of columbia, usa;english;none;6;male;0;naturalistic;usa;6;9
2626;english336;english336;baltimore, maryland, usa;english;none;46;female;0;naturalistic;usa;44;9
2627;english336 white noise;english336 white noise;baltimore, maryland, usa;english;none;46;female;0;naturalistic;usa;44;9
2628;english336 time stretch;english336 time stretch;baltimore, maryland, usa;english;none;46;female;0;naturalistic;usa;44;9
2629;english336 pitch scale;english336 pitch scale;baltimore, maryland, usa;english;none;46;female;0;naturalistic;usa;44;9
2630;english336 random gain;english336 random gain;baltimore, maryland, usa;english;none;46;female;0;naturalistic;usa;44;9
2631;english337;english337;jersey city, new jersey, usa;english;none;84;female;0;naturalistic;usa, canada;84;9
2632;english337 white noise;english337 white noise;jersey city, new jersey, usa;english;none;84;female;0;naturalistic;usa, canada;84;9
2633;english337 time stretch;english337 time stretch;jersey city, new jersey, usa;english;none;84;female;0;naturalistic;usa, canada;84;9
2634;english337 pitch scale;english337 pitch scale;jersey city, new jersey, usa;english;none;84;female;0;naturalistic;usa, canada;84;9
2635;english337 random gain;english337 random gain;jersey city, new jersey, usa;english;none;84;female;0;naturalistic;usa, canada;84;9
2636;english338;english338;sydney, australia;english;french;53;female;0;naturalistic;australia, canada;53;9
2637;english338 white noise;english338 white noise;sydney, australia;english;french;53;female;0;naturalistic;australia, canada;53;9
2638;english338 time stretch;english338 time stretch;sydney, australia;english;french;53;female;0;naturalistic;australia, canada;53;9
2639;english338 pitch scale;english338 pitch scale;sydney, australia;english;french;53;female;0;naturalistic;australia, canada;53;9
2640;english338 random gain;english338 random gain;sydney, australia;english;french;53;female;0;naturalistic;australia, canada;53;9
2641;english339;english339;chicago, illinois, usa;english;none;54;male;0;naturalistic;usa, canada;54;9
2642;english339 white noise;english339 white noise;chicago, illinois, usa;english;none;54;male;0;naturalistic;usa, canada;54;9
2643;english339 time stretch;english339 time stretch;chicago, illinois, usa;english;none;54;male;0;naturalistic;usa, canada;54;9
2644;english339 pitch scale;english339 pitch scale;chicago, illinois, usa;english;none;54;male;0;naturalistic;usa, canada;54;9
2645;english339 random gain;english339 random gain;chicago, illinois, usa;english;none;54;male;0;naturalistic;usa, canada;54;9
2646;english340;english340;charleston, west virginia, usa;english;none;19;male;0;naturalistic;usa;19;9
2647;english340 white noise;english340 white noise;charleston, west virginia, usa;english;none;19;male;0;naturalistic;usa;19;9
2648;english340 time stretch;english340 time stretch;charleston, west virginia, usa;english;none;19;male;0;naturalistic;usa;19;9
2649;english340 pitch scale;english340 pitch scale;charleston, west virginia, usa;english;none;19;male;0;naturalistic;usa;19;9
2650;english340 random gain;english340 random gain;charleston, west virginia, usa;english;none;19;male;0;naturalistic;usa;19;9
2651;english341;english341;new york, new york, usa;english;german;23;female;0;naturalistic;usa;23;9
2652;english341 white noise;english341 white noise;new york, new york, usa;english;german;23;female;0;naturalistic;usa;23;9
2653;english341 time stretch;english341 time stretch;new york, new york, usa;english;german;23;female;0;naturalistic;usa;23;9
2654;english341 pitch scale;english341 pitch scale;new york, new york, usa;english;german;23;female;0;naturalistic;usa;23;9
2655;english341 random gain;english341 random gain;new york, new york, usa;english;german;23;female;0;naturalistic;usa;23;9
2656;english342;english342;kansas city, missouri, usa;english;none;33;male;0;naturalistic;usa;33;9
2657;english342 white noise;english342 white noise;kansas city, missouri, usa;english;none;33;male;0;naturalistic;usa;33;9
2658;english342 time stretch;english342 time stretch;kansas city, missouri, usa;english;none;33;male;0;naturalistic;usa;33;9
2659;english342 pitch scale;english342 pitch scale;kansas city, missouri, usa;english;none;33;male;0;naturalistic;usa;33;9
2660;english342 random gain;english342 random gain;kansas city, missouri, usa;english;none;33;male;0;naturalistic;usa;33;9
2661;english343;english343;portland, maine, usa;english;german spanish;23;male;0;naturalistic;usa;23;9
2662;english343 white noise;english343 white noise;portland, maine, usa;english;german spanish;23;male;0;naturalistic;usa;23;9
2663;english343 time stretch;english343 time stretch;portland, maine, usa;english;german spanish;23;male;0;naturalistic;usa;23;9
2664;english343 pitch scale;english343 pitch scale;portland, maine, usa;english;german spanish;23;male;0;naturalistic;usa;23;9
2665;english343 random gain;english343 random gain;portland, maine, usa;english;german spanish;23;male;0;naturalistic;usa;23;9
2666;english344;english344;lumberton, north carolina, usa;english;french spanish;19;female;0;naturalistic;usa;19;9
2667;english344 white noise;english344 white noise;lumberton, north carolina, usa;english;french spanish;19;female;0;naturalistic;usa;19;9
2668;english344 time stretch;english344 time stretch;lumberton, north carolina, usa;english;french spanish;19;female;0;naturalistic;usa;19;9
2669;english344 pitch scale;english344 pitch scale;lumberton, north carolina, usa;english;french spanish;19;female;0;naturalistic;usa;19;9
2670;english344 random gain;english344 random gain;lumberton, north carolina, usa;english;french spanish;19;female;0;naturalistic;usa;19;9
2671;english345;english345;kansas city, missouri, usa;english;spanish;20;male;0;naturalistic;usa;20;9
2672;english345 white noise;english345 white noise;kansas city, missouri, usa;english;spanish;20;male;0;naturalistic;usa;20;9
2673;english345 time stretch;english345 time stretch;kansas city, missouri, usa;english;spanish;20;male;0;naturalistic;usa;20;9
2674;english345 pitch scale;english345 pitch scale;kansas city, missouri, usa;english;spanish;20;male;0;naturalistic;usa;20;9
2675;english345 random gain;english345 random gain;kansas city, missouri, usa;english;spanish;20;male;0;naturalistic;usa;20;9
2676;english346;english346;east hartford, connecticut, usa;english;french;60;male;0;naturalistic;usa;60;9
2677;english346 white noise;english346 white noise;east hartford, connecticut, usa;english;french;60;male;0;naturalistic;usa;60;9
2678;english346 time stretch;english346 time stretch;east hartford, connecticut, usa;english;french;60;male;0;naturalistic;usa;60;9
2679;english346 pitch scale;english346 pitch scale;east hartford, connecticut, usa;english;french;60;male;0;naturalistic;usa;60;9
2680;english346 random gain;english346 random gain;east hartford, connecticut, usa;english;french;60;male;0;naturalistic;usa;60;9
2681;english347;english347;burnsville, minnesota, usa;english;spanish;22;female;0;naturalistic;usa;22;9
2682;english347 white noise;english347 white noise;burnsville, minnesota, usa;english;spanish;22;female;0;naturalistic;usa;22;9
2683;english347 time stretch;english347 time stretch;burnsville, minnesota, usa;english;spanish;22;female;0;naturalistic;usa;22;9
2684;english347 pitch scale;english347 pitch scale;burnsville, minnesota, usa;english;spanish;22;female;0;naturalistic;usa;22;9
2685;english347 random gain;english347 random gain;burnsville, minnesota, usa;english;spanish;22;female;0;naturalistic;usa;22;9
2686;english348;english348;las pinas, philippines;english;tagalog;20;female;0;naturalistic;philippines;20;9
2687;english348 white noise;english348 white noise;las pinas, philippines;english;tagalog;20;female;0;naturalistic;philippines;20;9
2688;english348 time stretch;english348 time stretch;las pinas, philippines;english;tagalog;20;female;0;naturalistic;philippines;20;9
2689;english348 pitch scale;english348 pitch scale;las pinas, philippines;english;tagalog;20;female;0;naturalistic;philippines;20;9
2690;english348 random gain;english348 random gain;las pinas, philippines;english;tagalog;20;female;0;naturalistic;philippines;20;9
2691;english349;english349;warrenton, virginia, usa;english;none;24;female;0;naturalistic;usa;24;9
2692;english349 white noise;english349 white noise;warrenton, virginia, usa;english;none;24;female;0;naturalistic;usa;24;9
2693;english349 time stretch;english349 time stretch;warrenton, virginia, usa;english;none;24;female;0;naturalistic;usa;24;9
2694;english349 pitch scale;english349 pitch scale;warrenton, virginia, usa;english;none;24;female;0;naturalistic;usa;24;9
2695;english349 random gain;english349 random gain;warrenton, virginia, usa;english;none;24;female;0;naturalistic;usa;24;9
2696;english350;english350;polesworth, staffordshire, uk;english;none;18;female;0;naturalistic;uk;18;9
2697;english350 white noise;english350 white noise;polesworth, staffordshire, uk;english;none;18;female;0;naturalistic;uk;18;9
2698;english350 time stretch;english350 time stretch;polesworth, staffordshire, uk;english;none;18;female;0;naturalistic;uk;18;9
2699;english350 pitch scale;english350 pitch scale;polesworth, staffordshire, uk;english;none;18;female;0;naturalistic;uk;18;9
2700;english350 random gain;english350 random gain;polesworth, staffordshire, uk;english;none;18;female;0;naturalistic;uk;18;9
2701;english351;english351;carthage, missouri, usa;english;none;37;male;0;naturalistic;usa;37;9
2702;english351 white noise;english351 white noise;carthage, missouri, usa;english;none;37;male;0;naturalistic;usa;37;9
2703;english351 time stretch;english351 time stretch;carthage, missouri, usa;english;none;37;male;0;naturalistic;usa;37;9
2704;english351 pitch scale;english351 pitch scale;carthage, missouri, usa;english;none;37;male;0;naturalistic;usa;37;9
2705;english351 random gain;english351 random gain;carthage, missouri, usa;english;none;37;male;0;naturalistic;usa;37;9
2706;english352;english352;singapore, singapore;english;mandarin hokkien cantonese hainanese;25;male;0;naturalistic;singapore;25;9
2707;english352 white noise;english352 white noise;singapore, singapore;english;mandarin hokkien cantonese hainanese;25;male;0;naturalistic;singapore;25;9
2708;english352 time stretch;english352 time stretch;singapore, singapore;english;mandarin hokkien cantonese hainanese;25;male;0;naturalistic;singapore;25;9
2709;english352 pitch scale;english352 pitch scale;singapore, singapore;english;mandarin hokkien cantonese hainanese;25;male;0;naturalistic;singapore;25;9
2710;english352 random gain;english352 random gain;singapore, singapore;english;mandarin hokkien cantonese hainanese;25;male;0;naturalistic;singapore;25;9
2711;english353;english353;saskatoon, saskatchewan, canada;english;french;18;male;0;naturalistic;canada;18;9
2712;english353 white noise;english353 white noise;saskatoon, saskatchewan, canada;english;french;18;male;0;naturalistic;canada;18;9
2713;english353 time stretch;english353 time stretch;saskatoon, saskatchewan, canada;english;french;18;male;0;naturalistic;canada;18;9
2714;english353 pitch scale;english353 pitch scale;saskatoon, saskatchewan, canada;english;french;18;male;0;naturalistic;canada;18;9
2715;english353 random gain;english353 random gain;saskatoon, saskatchewan, canada;english;french;18;male;0;naturalistic;canada;18;9
2716;english354;english354;christchurch, new zealand;english;maori french german;23;female;0;naturalistic;new zealand, ireland, uk, usa;22;9
2717;english354 white noise;english354 white noise;christchurch, new zealand;english;maori french german;23;female;0;naturalistic;new zealand, ireland, uk, usa;22;9
2718;english354 time stretch;english354 time stretch;christchurch, new zealand;english;maori french german;23;female;0;naturalistic;new zealand, ireland, uk, usa;22;9
2719;english354 pitch scale;english354 pitch scale;christchurch, new zealand;english;maori french german;23;female;0;naturalistic;new zealand, ireland, uk, usa;22;9
2720;english354 random gain;english354 random gain;christchurch, new zealand;english;maori french german;23;female;0;naturalistic;new zealand, ireland, uk, usa;22;9
2721;english355;english355;los angeles, california, usa;english;vietnamese;19;male;0;naturalistic;usa;19;9
2722;english355 white noise;english355 white noise;los angeles, california, usa;english;vietnamese;19;male;0;naturalistic;usa;19;9
2723;english355 time stretch;english355 time stretch;los angeles, california, usa;english;vietnamese;19;male;0;naturalistic;usa;19;9
2724;english355 pitch scale;english355 pitch scale;los angeles, california, usa;english;vietnamese;19;male;0;naturalistic;usa;19;9
2725;english355 random gain;english355 random gain;los angeles, california, usa;english;vietnamese;19;male;0;naturalistic;usa;19;9
2726;english356;english356;morden, manitoba, canada;english;none;23;female;0;naturalistic;canada;23;9
2727;english356 white noise;english356 white noise;morden, manitoba, canada;english;none;23;female;0;naturalistic;canada;23;9
2728;english356 time stretch;english356 time stretch;morden, manitoba, canada;english;none;23;female;0;naturalistic;canada;23;9
2729;english356 pitch scale;english356 pitch scale;morden, manitoba, canada;english;none;23;female;0;naturalistic;canada;23;9
2730;english356 random gain;english356 random gain;morden, manitoba, canada;english;none;23;female;0;naturalistic;canada;23;9
2731;english357;english357;alto, georgia, usa;english;german;24;male;0;naturalistic;usa;24;9
2732;english357 white noise;english357 white noise;alto, georgia, usa;english;german;24;male;0;naturalistic;usa;24;9
2733;english357 time stretch;english357 time stretch;alto, georgia, usa;english;german;24;male;0;naturalistic;usa;24;9
2734;english357 pitch scale;english357 pitch scale;alto, georgia, usa;english;german;24;male;0;naturalistic;usa;24;9
2735;english357 random gain;english357 random gain;alto, georgia, usa;english;german;24;male;0;naturalistic;usa;24;9
2736;english358;english358;fredericton, new brunswick, canada;english;none;19;male;0;naturalistic;canada;19;9
2737;english358 white noise;english358 white noise;fredericton, new brunswick, canada;english;none;19;male;0;naturalistic;canada;19;9
2738;english358 time stretch;english358 time stretch;fredericton, new brunswick, canada;english;none;19;male;0;naturalistic;canada;19;9
2739;english358 pitch scale;english358 pitch scale;fredericton, new brunswick, canada;english;none;19;male;0;naturalistic;canada;19;9
2740;english358 random gain;english358 random gain;fredericton, new brunswick, canada;english;none;19;male;0;naturalistic;canada;19;9
2741;english359;english359;sackville, new brunswick, canada;english;french latin german italian spanish;32;male;0;naturalistic;canada, usa;32;9
2742;english359 white noise;english359 white noise;sackville, new brunswick, canada;english;french latin german italian spanish;32;male;0;naturalistic;canada, usa;32;9
2743;english359 time stretch;english359 time stretch;sackville, new brunswick, canada;english;french latin german italian spanish;32;male;0;naturalistic;canada, usa;32;9
2744;english359 pitch scale;english359 pitch scale;sackville, new brunswick, canada;english;french latin german italian spanish;32;male;0;naturalistic;canada, usa;32;9
2745;english359 random gain;english359 random gain;sackville, new brunswick, canada;english;french latin german italian spanish;32;male;0;naturalistic;canada, usa;32;9
2746;english360;english360;erie, pennsylvania, usa;english;hebrew;19;female;0;naturalistic;usa;19;9
2747;english360 white noise;english360 white noise;erie, pennsylvania, usa;english;hebrew;19;female;0;naturalistic;usa;19;9
2748;english360 time stretch;english360 time stretch;erie, pennsylvania, usa;english;hebrew;19;female;0;naturalistic;usa;19;9
2749;english360 pitch scale;english360 pitch scale;erie, pennsylvania, usa;english;hebrew;19;female;0;naturalistic;usa;19;9
2750;english360 random gain;english360 random gain;erie, pennsylvania, usa;english;hebrew;19;female;0;naturalistic;usa;19;9
2751;english361;english361;burnsville, minnesota, usa;english;spanish chinese;20;female;0;naturalistic;usa;20;9
2752;english361 white noise;english361 white noise;burnsville, minnesota, usa;english;spanish chinese;20;female;0;naturalistic;usa;20;9
2753;english361 time stretch;english361 time stretch;burnsville, minnesota, usa;english;spanish chinese;20;female;0;naturalistic;usa;20;9
2754;english361 pitch scale;english361 pitch scale;burnsville, minnesota, usa;english;spanish chinese;20;female;0;naturalistic;usa;20;9
2755;english361 random gain;english361 random gain;burnsville, minnesota, usa;english;spanish chinese;20;female;0;naturalistic;usa;20;9
2756;english362;english362;cork, ireland;english;irish;21;male;0;naturalistic;ireland;21;9
2757;english362 white noise;english362 white noise;cork, ireland;english;irish;21;male;0;naturalistic;ireland;21;9
2758;english362 time stretch;english362 time stretch;cork, ireland;english;irish;21;male;0;naturalistic;ireland;21;9
2759;english362 pitch scale;english362 pitch scale;cork, ireland;english;irish;21;male;0;naturalistic;ireland;21;9
2760;english362 random gain;english362 random gain;cork, ireland;english;irish;21;male;0;naturalistic;ireland;21;9
2761;english363;english363;castle donington, uk;english;none;20;male;0;naturalistic;uk;20;9
2762;english363 white noise;english363 white noise;castle donington, uk;english;none;20;male;0;naturalistic;uk;20;9
2763;english363 time stretch;english363 time stretch;castle donington, uk;english;none;20;male;0;naturalistic;uk;20;9
2764;english363 pitch scale;english363 pitch scale;castle donington, uk;english;none;20;male;0;naturalistic;uk;20;9
2765;english363 random gain;english363 random gain;castle donington, uk;english;none;20;male;0;naturalistic;uk;20;9
2766;english364;english364;sydney, australia;english;french tagalog;28;female;0;naturalistic;australia;24;9
2767;english364 white noise;english364 white noise;sydney, australia;english;french tagalog;28;female;0;naturalistic;australia;24;9
2768;english364 time stretch;english364 time stretch;sydney, australia;english;french tagalog;28;female;0;naturalistic;australia;24;9
2769;english364 pitch scale;english364 pitch scale;sydney, australia;english;french tagalog;28;female;0;naturalistic;australia;24;9
2770;english364 random gain;english364 random gain;sydney, australia;english;french tagalog;28;female;0;naturalistic;australia;24;9
2771;english365;english365;oxford, uk;english;french;52;male;0;naturalistic;uk;52;9
2772;english365 white noise;english365 white noise;oxford, uk;english;french;52;male;0;naturalistic;uk;52;9
2773;english365 time stretch;english365 time stretch;oxford, uk;english;french;52;male;0;naturalistic;uk;52;9
2774;english365 pitch scale;english365 pitch scale;oxford, uk;english;french;52;male;0;naturalistic;uk;52;9
2775;english365 random gain;english365 random gain;oxford, uk;english;french;52;male;0;naturalistic;uk;52;9
2776;english366;english366;bournesmouth, uk;english;none;25;female;0;naturalistic;uk;25;9
2777;english366 white noise;english366 white noise;bournesmouth, uk;english;none;25;female;0;naturalistic;uk;25;9
2778;english366 time stretch;english366 time stretch;bournesmouth, uk;english;none;25;female;0;naturalistic;uk;25;9
2779;english366 pitch scale;english366 pitch scale;bournesmouth, uk;english;none;25;female;0;naturalistic;uk;25;9
2780;english366 random gain;english366 random gain;bournesmouth, uk;english;none;25;female;0;naturalistic;uk;25;9
2781;english367;english367;birkenhead, uk;english;french russian;25;female;0;naturalistic;uk;23;9
2782;english367 white noise;english367 white noise;birkenhead, uk;english;french russian;25;female;0;naturalistic;uk;23;9
2783;english367 time stretch;english367 time stretch;birkenhead, uk;english;french russian;25;female;0;naturalistic;uk;23;9
2784;english367 pitch scale;english367 pitch scale;birkenhead, uk;english;french russian;25;female;0;naturalistic;uk;23;9
2785;english367 random gain;english367 random gain;birkenhead, uk;english;french russian;25;female;0;naturalistic;uk;23;9
2786;english368;english368;strattford-on-avon, uk;english;french german;43;male;0;naturalistic;uk, singapore;43;9
2787;english368 white noise;english368 white noise;strattford-on-avon, uk;english;french german;43;male;0;naturalistic;uk, singapore;43;9
2788;english368 time stretch;english368 time stretch;strattford-on-avon, uk;english;french german;43;male;0;naturalistic;uk, singapore;43;9
2789;english368 pitch scale;english368 pitch scale;strattford-on-avon, uk;english;french german;43;male;0;naturalistic;uk, singapore;43;9
2790;english368 random gain;english368 random gain;strattford-on-avon, uk;english;french german;43;male;0;naturalistic;uk, singapore;43;9
2791;english369;english369;mcminnville, oregon, usa;english;spanish;27;male;0;naturalistic;usa;27;9
2792;english369 white noise;english369 white noise;mcminnville, oregon, usa;english;spanish;27;male;0;naturalistic;usa;27;9
2793;english369 time stretch;english369 time stretch;mcminnville, oregon, usa;english;spanish;27;male;0;naturalistic;usa;27;9
2794;english369 pitch scale;english369 pitch scale;mcminnville, oregon, usa;english;spanish;27;male;0;naturalistic;usa;27;9
2795;english369 random gain;english369 random gain;mcminnville, oregon, usa;english;spanish;27;male;0;naturalistic;usa;27;9
2796;english370;english370;pondicherry, india;english;french tamil;22;male;0;naturalistic;canada, ireland;16;9
2797;english370 white noise;english370 white noise;pondicherry, india;english;french tamil;22;male;0;naturalistic;canada, ireland;16;9
2798;english370 time stretch;english370 time stretch;pondicherry, india;english;french tamil;22;male;0;naturalistic;canada, ireland;16;9
2799;english370 pitch scale;english370 pitch scale;pondicherry, india;english;french tamil;22;male;0;naturalistic;canada, ireland;16;9
2800;english370 random gain;english370 random gain;pondicherry, india;english;french tamil;22;male;0;naturalistic;canada, ireland;16;9
2801;english371;english371;colorado springs, colorado, usa;english;french;27;female;0;naturalistic;usa, canada;27;9
2802;english371 white noise;english371 white noise;colorado springs, colorado, usa;english;french;27;female;0;naturalistic;usa, canada;27;9
2803;english371 time stretch;english371 time stretch;colorado springs, colorado, usa;english;french;27;female;0;naturalistic;usa, canada;27;9
2804;english371 pitch scale;english371 pitch scale;colorado springs, colorado, usa;english;french;27;female;0;naturalistic;usa, canada;27;9
2805;english371 random gain;english371 random gain;colorado springs, colorado, usa;english;french;27;female;0;naturalistic;usa, canada;27;9
2806;english372;english372;christiansburg, virginia, usa;english;none;80;male;0;naturalistic;usa;80;9
2807;english372 white noise;english372 white noise;christiansburg, virginia, usa;english;none;80;male;0;naturalistic;usa;80;9
2808;english372 time stretch;english372 time stretch;christiansburg, virginia, usa;english;none;80;male;0;naturalistic;usa;80;9
2809;english372 pitch scale;english372 pitch scale;christiansburg, virginia, usa;english;none;80;male;0;naturalistic;usa;80;9
2810;english372 random gain;english372 random gain;christiansburg, virginia, usa;english;none;80;male;0;naturalistic;usa;80;9
2811;english373;english373;russellville, kentucky, usa;english;none;22;male;0;naturalistic;usa;22;9
2812;english373 white noise;english373 white noise;russellville, kentucky, usa;english;none;22;male;0;naturalistic;usa;22;9
2813;english373 time stretch;english373 time stretch;russellville, kentucky, usa;english;none;22;male;0;naturalistic;usa;22;9
2814;english373 pitch scale;english373 pitch scale;russellville, kentucky, usa;english;none;22;male;0;naturalistic;usa;22;9
2815;english373 random gain;english373 random gain;russellville, kentucky, usa;english;none;22;male;0;naturalistic;usa;22;9
2816;english374;english374;milford haven, wales, uk;english;welsh;36;male;0;naturalistic;uk;36;9
2817;english374 white noise;english374 white noise;milford haven, wales, uk;english;welsh;36;male;0;naturalistic;uk;36;9
2818;english374 time stretch;english374 time stretch;milford haven, wales, uk;english;welsh;36;male;0;naturalistic;uk;36;9
2819;english374 pitch scale;english374 pitch scale;milford haven, wales, uk;english;welsh;36;male;0;naturalistic;uk;36;9
2820;english374 random gain;english374 random gain;milford haven, wales, uk;english;welsh;36;male;0;naturalistic;uk;36;9
2821;english375;english375;manchester, connecticut, usa;english;spanish;28;male;0;naturalistic;usa, uk;28;9
2822;english375 white noise;english375 white noise;manchester, connecticut, usa;english;spanish;28;male;0;naturalistic;usa, uk;28;9
2823;english375 time stretch;english375 time stretch;manchester, connecticut, usa;english;spanish;28;male;0;naturalistic;usa, uk;28;9
2824;english375 pitch scale;english375 pitch scale;manchester, connecticut, usa;english;spanish;28;male;0;naturalistic;usa, uk;28;9
2825;english375 random gain;english375 random gain;manchester, connecticut, usa;english;spanish;28;male;0;naturalistic;usa, uk;28;9
2826;english376;english376;pasadena, california, usa;english;none;46;male;0;naturalistic;usa;46;9
2827;english376 white noise;english376 white noise;pasadena, california, usa;english;none;46;male;0;naturalistic;usa;46;9
2828;english376 time stretch;english376 time stretch;pasadena, california, usa;english;none;46;male;0;naturalistic;usa;46;9
2829;english376 pitch scale;english376 pitch scale;pasadena, california, usa;english;none;46;male;0;naturalistic;usa;46;9
2830;english376 random gain;english376 random gain;pasadena, california, usa;english;none;46;male;0;naturalistic;usa;46;9
2831;english377;english377;trenton, michigan, usa;english;none;32;female;0;naturalistic;usa;32;9
2832;english377 white noise;english377 white noise;trenton, michigan, usa;english;none;32;female;0;naturalistic;usa;32;9
2833;english377 time stretch;english377 time stretch;trenton, michigan, usa;english;none;32;female;0;naturalistic;usa;32;9
2834;english377 pitch scale;english377 pitch scale;trenton, michigan, usa;english;none;32;female;0;naturalistic;usa;32;9
