speaker_id;file_name;sample_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence;class_labels;primary_lang_group;secondary_lang_group;primary_lang_group_id;secondary_lang_group_id
852;english364 random gain;english364 random gain;sydney, australia;english;french tagalog;28;female;0;naturalistic;australia;24;9;Indo-European;Germanic;5;503
853;english365;english365;oxford, uk;english;french;52;male;0;naturalistic;uk;52;9;Indo-European;Germanic;5;503
853;english365 white noise;english365 white noise;oxford, uk;english;french;52;male;0;naturalistic;uk;52;9;Indo-European;Germanic;5;503
853;english365 time stretch;english365 time stretch;oxford, uk;english;french;52;male;0;naturalistic;uk;52;9;Indo-European;Germanic;5;503
853;english365 pitch scale;english365 pitch scale;oxford, uk;english;french;52;male;0;naturalistic;uk;52;9;Indo-European;Germanic;5;503
853;english365 random gain;english365 random gain;oxford, uk;english;french;52;male;0;naturalistic;uk;52;9;Indo-European;Germanic;5;503
854;english366;english366;bournesmouth, uk;english;none;25;female;0;naturalistic;uk;25;9;Indo-European;Germanic;5;503
854;english366 white noise;english366 white noise;bournesmouth, uk;english;none;25;female;0;naturalistic;uk;25;9;Indo-European;Germanic;5;503
854;english366 time stretch;english366 time stretch;bournesmouth, uk;english;none;25;female;0;naturalistic;uk;25;9;Indo-European;Germanic;5;503
854;english366 pitch scale;english366 pitch scale;bournesmouth, uk;english;none;25;female;0;naturalistic;uk;25;9;Indo-European;Germanic;5;503
854;english366 random gain;english366 random gain;bournesmouth, uk;english;none;25;female;0;naturalistic;uk;25;9;Indo-European;Germanic;5;503
855;english367;english367;birkenhead, uk;english;french russian;25;female;0;naturalistic;uk;23;9;Indo-European;Germanic;5;503
855;english367 white noise;english367 white noise;birkenhead, uk;english;french russian;25;female;0;naturalistic;uk;23;9;Indo-European;Germanic;5;503
855;english367 time stretch;english367 time stretch;birkenhead, uk;english;french russian;25;female;0;naturalistic;uk;23;9;Indo-European;Germanic;5;503
855;english367 pitch scale;english367 pitch scale;birkenhead, uk;english;french russian;25;female;0;naturalistic;uk;23;9;Indo-European;Germanic;5;503
855;english367 random gain;english367 random gain;birkenhead, uk;english;french russian;25;female;0;naturalistic;uk;23;9;Indo-European;Germanic;5;503
856;english368;english368;strattford-on-avon, uk;english;french german;43;male;0;naturalistic;uk, singapore;43;9;Indo-European;Germanic;5;503
856;english368 white noise;english368 white noise;strattford-on-avon, uk;english;french german;43;male;0;naturalistic;uk, singapore;43;9;Indo-European;Germanic;5;503
856;english368 time stretch;english368 time stretch;strattford-on-avon, uk;english;french german;43;male;0;naturalistic;uk, singapore;43;9;Indo-European;Germanic;5;503
856;english368 pitch scale;english368 pitch scale;strattford-on-avon, uk;english;french german;43;male;0;naturalistic;uk, singapore;43;9;Indo-European;Germanic;5;503
856;english368 random gain;english368 random gain;strattford-on-avon, uk;english;french german;43;male;0;naturalistic;uk, singapore;43;9;Indo-European;Germanic;5;503
857;english369;english369;mcminnville, oregon, usa;english;spanish;27;male;0;naturalistic;usa;27;9;Indo-European;Germanic;5;503
857;english369 white noise;english369 white noise;mcminnville, oregon, usa;english;spanish;27;male;0;naturalistic;usa;27;9;Indo-European;Germanic;5;503
857;english369 time stretch;english369 time stretch;mcminnville, oregon, usa;english;spanish;27;male;0;naturalistic;usa;27;9;Indo-European;Germanic;5;503
857;english369 pitch scale;english369 pitch scale;mcminnville, oregon, usa;english;spanish;27;male;0;naturalistic;usa;27;9;Indo-European;Germanic;5;503
857;english369 random gain;english369 random gain;mcminnville, oregon, usa;english;spanish;27;male;0;naturalistic;usa;27;9;Indo-European;Germanic;5;503
858;english370;english370;pondicherry, india;english;french tamil;22;male;0;naturalistic;canada, ireland;16;9;Indo-European;Germanic;5;503
858;english370 white noise;english370 white noise;pondicherry, india;english;french tamil;22;male;0;naturalistic;canada, ireland;16;9;Indo-European;Germanic;5;503
858;english370 time stretch;english370 time stretch;pondicherry, india;english;french tamil;22;male;0;naturalistic;canada, ireland;16;9;Indo-European;Germanic;5;503
858;english370 pitch scale;english370 pitch scale;pondicherry, india;english;french tamil;22;male;0;naturalistic;canada, ireland;16;9;Indo-European;Germanic;5;503
858;english370 random gain;english370 random gain;pondicherry, india;english;french tamil;22;male;0;naturalistic;canada, ireland;16;9;Indo-European;Germanic;5;503
859;english371;english371;colorado springs, colorado, usa;english;french;27;female;0;naturalistic;usa, canada;27;9;Indo-European;Germanic;5;503
859;english371 white noise;english371 white noise;colorado springs, colorado, usa;english;french;27;female;0;naturalistic;usa, canada;27;9;Indo-European;Germanic;5;503
859;english371 time stretch;english371 time stretch;colorado springs, colorado, usa;english;french;27;female;0;naturalistic;usa, canada;27;9;Indo-European;Germanic;5;503
859;english371 pitch scale;english371 pitch scale;colorado springs, colorado, usa;english;french;27;female;0;naturalistic;usa, canada;27;9;Indo-European;Germanic;5;503
859;english371 random gain;english371 random gain;colorado springs, colorado, usa;english;french;27;female;0;naturalistic;usa, canada;27;9;Indo-European;Germanic;5;503
860;english372;english372;christiansburg, virginia, usa;english;none;80;male;0;naturalistic;usa;80;9;Indo-European;Germanic;5;503
860;english372 white noise;english372 white noise;christiansburg, virginia, usa;english;none;80;male;0;naturalistic;usa;80;9;Indo-European;Germanic;5;503
860;english372 time stretch;english372 time stretch;christiansburg, virginia, usa;english;none;80;male;0;naturalistic;usa;80;9;Indo-European;Germanic;5;503
860;english372 pitch scale;english372 pitch scale;christiansburg, virginia, usa;english;none;80;male;0;naturalistic;usa;80;9;Indo-European;Germanic;5;503
860;english372 random gain;english372 random gain;christiansburg, virginia, usa;english;none;80;male;0;naturalistic;usa;80;9;Indo-European;Germanic;5;503
861;english373;english373;russellville, kentucky, usa;english;none;22;male;0;naturalistic;usa;22;9;Indo-European;Germanic;5;503
861;english373 white noise;english373 white noise;russellville, kentucky, usa;english;none;22;male;0;naturalistic;usa;22;9;Indo-European;Germanic;5;503
861;english373 time stretch;english373 time stretch;russellville, kentucky, usa;english;none;22;male;0;naturalistic;usa;22;9;Indo-European;Germanic;5;503
861;english373 pitch scale;english373 pitch scale;russellville, kentucky, usa;english;none;22;male;0;naturalistic;usa;22;9;Indo-European;Germanic;5;503
861;english373 random gain;english373 random gain;russellville, kentucky, usa;english;none;22;male;0;naturalistic;usa;22;9;Indo-European;Germanic;5;503
862;english374;english374;milford haven, wales, uk;english;welsh;36;male;0;naturalistic;uk;36;9;Indo-European;Germanic;5;503
862;english374 white noise;english374 white noise;milford haven, wales, uk;english;welsh;36;male;0;naturalistic;uk;36;9;Indo-European;Germanic;5;503
862;english374 time stretch;english374 time stretch;milford haven, wales, uk;english;welsh;36;male;0;naturalistic;uk;36;9;Indo-European;Germanic;5;503
862;english374 pitch scale;english374 pitch scale;milford haven, wales, uk;english;welsh;36;male;0;naturalistic;uk;36;9;Indo-European;Germanic;5;503
862;english374 random gain;english374 random gain;milford haven, wales, uk;english;welsh;36;male;0;naturalistic;uk;36;9;Indo-European;Germanic;5;503
863;english375;english375;manchester, connecticut, usa;english;spanish;28;male;0;naturalistic;usa, uk;28;9;Indo-European;Germanic;5;503
863;english375 white noise;english375 white noise;manchester, connecticut, usa;english;spanish;28;male;0;naturalistic;usa, uk;28;9;Indo-European;Germanic;5;503
863;english375 time stretch;english375 time stretch;manchester, connecticut, usa;english;spanish;28;male;0;naturalistic;usa, uk;28;9;Indo-European;Germanic;5;503
863;english375 pitch scale;english375 pitch scale;manchester, connecticut, usa;english;spanish;28;male;0;naturalistic;usa, uk;28;9;Indo-European;Germanic;5;503
863;english375 random gain;english375 random gain;manchester, connecticut, usa;english;spanish;28;male;0;naturalistic;usa, uk;28;9;Indo-European;Germanic;5;503
864;english376;english376;pasadena, california, usa;english;none;46;male;0;naturalistic;usa;46;9;Indo-European;Germanic;5;503
864;english376 white noise;english376 white noise;pasadena, california, usa;english;none;46;male;0;naturalistic;usa;46;9;Indo-European;Germanic;5;503
864;english376 time stretch;english376 time stretch;pasadena, california, usa;english;none;46;male;0;naturalistic;usa;46;9;Indo-European;Germanic;5;503
864;english376 pitch scale;english376 pitch scale;pasadena, california, usa;english;none;46;male;0;naturalistic;usa;46;9;Indo-European;Germanic;5;503
864;english376 random gain;english376 random gain;pasadena, california, usa;english;none;46;male;0;naturalistic;usa;46;9;Indo-European;Germanic;5;503
865;english377;english377;trenton, michigan, usa;english;none;32;female;0;naturalistic;usa;32;9;Indo-European;Germanic;5;503
865;english377 white noise;english377 white noise;trenton, michigan, usa;english;none;32;female;0;naturalistic;usa;32;9;Indo-European;Germanic;5;503
865;english377 time stretch;english377 time stretch;trenton, michigan, usa;english;none;32;female;0;naturalistic;usa;32;9;Indo-European;Germanic;5;503
865;english377 pitch scale;english377 pitch scale;trenton, michigan, usa;english;none;32;female;0;naturalistic;usa;32;9;Indo-European;Germanic;5;503
865;english377 random gain;english377 random gain;trenton, michigan, usa;english;none;32;female;0;naturalistic;usa;32;9;Indo-European;Germanic;5;503
866;english378;english378;silver spring, maryland, usa;english;none;38;female;0;naturalistic;usa;38;9;Indo-European;Germanic;5;503
866;english378 white noise;english378 white noise;silver spring, maryland, usa;english;none;38;female;0;naturalistic;usa;38;9;Indo-European;Germanic;5;503
866;english378 time stretch;english378 time stretch;silver spring, maryland, usa;english;none;38;female;0;naturalistic;usa;38;9;Indo-European;Germanic;5;503
866;english378 pitch scale;english378 pitch scale;silver spring, maryland, usa;english;none;38;female;0;naturalistic;usa;38;9;Indo-European;Germanic;5;503
866;english378 random gain;english378 random gain;silver spring, maryland, usa;english;none;38;female;0;naturalistic;usa;38;9;Indo-European;Germanic;5;503
867;english379;english379;summit, new jersey, usa;english;none;43;male;0;naturalistic;usa;43;9;Indo-European;Germanic;5;503
867;english379 white noise;english379 white noise;summit, new jersey, usa;english;none;43;male;0;naturalistic;usa;43;9;Indo-European;Germanic;5;503
867;english379 time stretch;english379 time stretch;summit, new jersey, usa;english;none;43;male;0;naturalistic;usa;43;9;Indo-European;Germanic;5;503
867;english379 pitch scale;english379 pitch scale;summit, new jersey, usa;english;none;43;male;0;naturalistic;usa;43;9;Indo-European;Germanic;5;503
867;english379 random gain;english379 random gain;summit, new jersey, usa;english;none;43;male;0;naturalistic;usa;43;9;Indo-European;Germanic;5;503
868;english380;english380;roanoke, virginia, usa;english;spanish french;34;female;0;naturalistic;usa;33;9;Indo-European;Germanic;5;503
868;english380 white noise;english380 white noise;roanoke, virginia, usa;english;spanish french;34;female;0;naturalistic;usa;33;9;Indo-European;Germanic;5;503
868;english380 time stretch;english380 time stretch;roanoke, virginia, usa;english;spanish french;34;female;0;naturalistic;usa;33;9;Indo-European;Germanic;5;503
868;english380 pitch scale;english380 pitch scale;roanoke, virginia, usa;english;spanish french;34;female;0;naturalistic;usa;33;9;Indo-European;Germanic;5;503
868;english380 random gain;english380 random gain;roanoke, virginia, usa;english;spanish french;34;female;0;naturalistic;usa;33;9;Indo-European;Germanic;5;503
869;english381;english381;pike county, kentucky, usa;english;none;85;male;0;naturalistic;usa;85;9;Indo-European;Germanic;5;503
869;english381 white noise;english381 white noise;pike county, kentucky, usa;english;none;85;male;0;naturalistic;usa;85;9;Indo-European;Germanic;5;503
869;english381 time stretch;english381 time stretch;pike county, kentucky, usa;english;none;85;male;0;naturalistic;usa;85;9;Indo-European;Germanic;5;503
869;english381 pitch scale;english381 pitch scale;pike county, kentucky, usa;english;none;85;male;0;naturalistic;usa;85;9;Indo-European;Germanic;5;503
869;english381 random gain;english381 random gain;pike county, kentucky, usa;english;none;85;male;0;naturalistic;usa;85;9;Indo-European;Germanic;5;503
870;english382;english382;arlington, virginia, usa;english;none;34;male;0;naturalistic;usa;29;9;Indo-European;Germanic;5;503
870;english382 white noise;english382 white noise;arlington, virginia, usa;english;none;34;male;0;naturalistic;usa;29;9;Indo-European;Germanic;5;503
870;english382 time stretch;english382 time stretch;arlington, virginia, usa;english;none;34;male;0;naturalistic;usa;29;9;Indo-European;Germanic;5;503
870;english382 pitch scale;english382 pitch scale;arlington, virginia, usa;english;none;34;male;0;naturalistic;usa;29;9;Indo-European;Germanic;5;503
870;english382 random gain;english382 random gain;arlington, virginia, usa;english;none;34;male;0;naturalistic;usa;29;9;Indo-European;Germanic;5;503
871;english383;english383;washington, district of columbia, usa;english;none;32;female;0;naturalistic;usa;22;9;Indo-European;Germanic;5;503
871;english383 white noise;english383 white noise;washington, district of columbia, usa;english;none;32;female;0;naturalistic;usa;22;9;Indo-European;Germanic;5;503
871;english383 time stretch;english383 time stretch;washington, district of columbia, usa;english;none;32;female;0;naturalistic;usa;22;9;Indo-European;Germanic;5;503
871;english383 pitch scale;english383 pitch scale;washington, district of columbia, usa;english;none;32;female;0;naturalistic;usa;22;9;Indo-European;Germanic;5;503
871;english383 random gain;english383 random gain;washington, district of columbia, usa;english;none;32;female;0;naturalistic;usa;22;9;Indo-European;Germanic;5;503
872;english384;english384;williamson, west virginia, usa;english;none;57;male;0;naturalistic;usa;57;9;Indo-European;Germanic;5;503
872;english384 white noise;english384 white noise;williamson, west virginia, usa;english;none;57;male;0;naturalistic;usa;57;9;Indo-European;Germanic;5;503
872;english384 time stretch;english384 time stretch;williamson, west virginia, usa;english;none;57;male;0;naturalistic;usa;57;9;Indo-European;Germanic;5;503
872;english384 pitch scale;english384 pitch scale;williamson, west virginia, usa;english;none;57;male;0;naturalistic;usa;57;9;Indo-European;Germanic;5;503
872;english384 random gain;english384 random gain;williamson, west virginia, usa;english;none;57;male;0;naturalistic;usa;57;9;Indo-European;Germanic;5;503
873;english385;english385;mcveigh, kentucky, usa;english;none;77;female;0;naturalistic;usa;77;9;Indo-European;Germanic;5;503
873;english385 white noise;english385 white noise;mcveigh, kentucky, usa;english;none;77;female;0;naturalistic;usa;77;9;Indo-European;Germanic;5;503
873;english385 time stretch;english385 time stretch;mcveigh, kentucky, usa;english;none;77;female;0;naturalistic;usa;77;9;Indo-European;Germanic;5;503
873;english385 pitch scale;english385 pitch scale;mcveigh, kentucky, usa;english;none;77;female;0;naturalistic;usa;77;9;Indo-European;Germanic;5;503
873;english385 random gain;english385 random gain;mcveigh, kentucky, usa;english;none;77;female;0;naturalistic;usa;77;9;Indo-European;Germanic;5;503
874;english386;english386;los angeles, california, usa;english;spanish;56;female;0;naturalistic;usa;56;9;Indo-European;Germanic;5;503
874;english386 white noise;english386 white noise;los angeles, california, usa;english;spanish;56;female;0;naturalistic;usa;56;9;Indo-European;Germanic;5;503
874;english386 time stretch;english386 time stretch;los angeles, california, usa;english;spanish;56;female;0;naturalistic;usa;56;9;Indo-European;Germanic;5;503
874;english386 pitch scale;english386 pitch scale;los angeles, california, usa;english;spanish;56;female;0;naturalistic;usa;56;9;Indo-European;Germanic;5;503
874;english386 random gain;english386 random gain;los angeles, california, usa;english;spanish;56;female;0;naturalistic;usa;56;9;Indo-European;Germanic;5;503
875;english387;english387;lancaster, california, usa;english;spanish;21;female;0;naturalistic;usa;21;9;Indo-European;Germanic;5;503
875;english387 white noise;english387 white noise;lancaster, california, usa;english;spanish;21;female;0;naturalistic;usa;21;9;Indo-European;Germanic;5;503
875;english387 time stretch;english387 time stretch;lancaster, california, usa;english;spanish;21;female;0;naturalistic;usa;21;9;Indo-European;Germanic;5;503
875;english387 pitch scale;english387 pitch scale;lancaster, california, usa;english;spanish;21;female;0;naturalistic;usa;21;9;Indo-European;Germanic;5;503
875;english387 random gain;english387 random gain;lancaster, california, usa;english;spanish;21;female;0;naturalistic;usa;21;9;Indo-European;Germanic;5;503
876;english388;english388;bluefield, west virginia, usa;english;none;70;female;0;naturalistic;usa;70;9;Indo-European;Germanic;5;503
876;english388 white noise;english388 white noise;bluefield, west virginia, usa;english;none;70;female;0;naturalistic;usa;70;9;Indo-European;Germanic;5;503
876;english388 time stretch;english388 time stretch;bluefield, west virginia, usa;english;none;70;female;0;naturalistic;usa;70;9;Indo-European;Germanic;5;503
876;english388 pitch scale;english388 pitch scale;bluefield, west virginia, usa;english;none;70;female;0;naturalistic;usa;70;9;Indo-European;Germanic;5;503
876;english388 random gain;english388 random gain;bluefield, west virginia, usa;english;none;70;female;0;naturalistic;usa;70;9;Indo-European;Germanic;5;503
877;english389;english389;aldie, virginia, usa;english;none;71;female;0;naturalistic;usa;71;9;Indo-European;Germanic;5;503
877;english389 white noise;english389 white noise;aldie, virginia, usa;english;none;71;female;0;naturalistic;usa;71;9;Indo-European;Germanic;5;503
877;english389 time stretch;english389 time stretch;aldie, virginia, usa;english;none;71;female;0;naturalistic;usa;71;9;Indo-European;Germanic;5;503
877;english389 pitch scale;english389 pitch scale;aldie, virginia, usa;english;none;71;female;0;naturalistic;usa;71;9;Indo-European;Germanic;5;503
877;english389 random gain;english389 random gain;aldie, virginia, usa;english;none;71;female;0;naturalistic;usa;71;9;Indo-European;Germanic;5;503
878;english390;english390;milwaukee, wisconsin, usa;english;mandarin taiwanese;74;male;0;naturalistic;usa;67;9;Indo-European;Germanic;5;503
878;english390 white noise;english390 white noise;milwaukee, wisconsin, usa;english;mandarin taiwanese;74;male;0;naturalistic;usa;67;9;Indo-European;Germanic;5;503
878;english390 time stretch;english390 time stretch;milwaukee, wisconsin, usa;english;mandarin taiwanese;74;male;0;naturalistic;usa;67;9;Indo-European;Germanic;5;503
878;english390 pitch scale;english390 pitch scale;milwaukee, wisconsin, usa;english;mandarin taiwanese;74;male;0;naturalistic;usa;67;9;Indo-European;Germanic;5;503
878;english390 random gain;english390 random gain;milwaukee, wisconsin, usa;english;mandarin taiwanese;74;male;0;naturalistic;usa;67;9;Indo-European;Germanic;5;503
879;english391;english391;milton, florida, usa;english;none;84;female;0;naturalistic;usa;84;9;Indo-European;Germanic;5;503
879;english391 white noise;english391 white noise;milton, florida, usa;english;none;84;female;0;naturalistic;usa;84;9;Indo-European;Germanic;5;503
879;english391 time stretch;english391 time stretch;milton, florida, usa;english;none;84;female;0;naturalistic;usa;84;9;Indo-European;Germanic;5;503
879;english391 pitch scale;english391 pitch scale;milton, florida, usa;english;none;84;female;0;naturalistic;usa;84;9;Indo-European;Germanic;5;503
879;english391 random gain;english391 random gain;milton, florida, usa;english;none;84;female;0;naturalistic;usa;84;9;Indo-European;Germanic;5;503
880;english392;english392;warrenton, virginia, usa;english;none;62;male;0;naturalistic;usa;62;9;Indo-European;Germanic;5;503
880;english392 white noise;english392 white noise;warrenton, virginia, usa;english;none;62;male;0;naturalistic;usa;62;9;Indo-European;Germanic;5;503
880;english392 time stretch;english392 time stretch;warrenton, virginia, usa;english;none;62;male;0;naturalistic;usa;62;9;Indo-European;Germanic;5;503
880;english392 pitch scale;english392 pitch scale;warrenton, virginia, usa;english;none;62;male;0;naturalistic;usa;62;9;Indo-European;Germanic;5;503
880;english392 random gain;english392 random gain;warrenton, virginia, usa;english;none;62;male;0;naturalistic;usa;62;9;Indo-European;Germanic;5;503
881;english393;english393;washington, district of columbia, usa;english;french;58;female;0;naturalistic;usa;58;9;Indo-European;Germanic;5;503
881;english393 white noise;english393 white noise;washington, district of columbia, usa;english;french;58;female;0;naturalistic;usa;58;9;Indo-European;Germanic;5;503
881;english393 time stretch;english393 time stretch;washington, district of columbia, usa;english;french;58;female;0;naturalistic;usa;58;9;Indo-European;Germanic;5;503
881;english393 pitch scale;english393 pitch scale;washington, district of columbia, usa;english;french;58;female;0;naturalistic;usa;58;9;Indo-European;Germanic;5;503
881;english393 random gain;english393 random gain;washington, district of columbia, usa;english;french;58;female;0;naturalistic;usa;58;9;Indo-European;Germanic;5;503
882;english394;english394;aiken, south carolina, usa;english;none;82;female;0;naturalistic;usa;82;9;Indo-European;Germanic;5;503
882;english394 white noise;english394 white noise;aiken, south carolina, usa;english;none;82;female;0;naturalistic;usa;82;9;Indo-European;Germanic;5;503
882;english394 time stretch;english394 time stretch;aiken, south carolina, usa;english;none;82;female;0;naturalistic;usa;82;9;Indo-European;Germanic;5;503
882;english394 pitch scale;english394 pitch scale;aiken, south carolina, usa;english;none;82;female;0;naturalistic;usa;82;9;Indo-European;Germanic;5;503
882;english394 random gain;english394 random gain;aiken, south carolina, usa;english;none;82;female;0;naturalistic;usa;82;9;Indo-European;Germanic;5;503
883;english395;english395;alexandria, virginia, usa;english;none;39;male;0;naturalistic;usa;39;9;Indo-European;Germanic;5;503
883;english395 white noise;english395 white noise;alexandria, virginia, usa;english;none;39;male;0;naturalistic;usa;39;9;Indo-European;Germanic;5;503
883;english395 time stretch;english395 time stretch;alexandria, virginia, usa;english;none;39;male;0;naturalistic;usa;39;9;Indo-European;Germanic;5;503
883;english395 pitch scale;english395 pitch scale;alexandria, virginia, usa;english;none;39;male;0;naturalistic;usa;39;9;Indo-European;Germanic;5;503
883;english395 random gain;english395 random gain;alexandria, virginia, usa;english;none;39;male;0;naturalistic;usa;39;9;Indo-European;Germanic;5;503
884;english396;english396;orange, virginia, usa;english;none;48;female;0;naturalistic;usa;48;9;Indo-European;Germanic;5;503
884;english396 white noise;english396 white noise;orange, virginia, usa;english;none;48;female;0;naturalistic;usa;48;9;Indo-European;Germanic;5;503
884;english396 time stretch;english396 time stretch;orange, virginia, usa;english;none;48;female;0;naturalistic;usa;48;9;Indo-European;Germanic;5;503
884;english396 pitch scale;english396 pitch scale;orange, virginia, usa;english;none;48;female;0;naturalistic;usa;48;9;Indo-European;Germanic;5;503
884;english396 random gain;english396 random gain;orange, virginia, usa;english;none;48;female;0;naturalistic;usa;48;9;Indo-European;Germanic;5;503
885;english397;english397;wadesboro, north carolina, usa;english;none;76;female;0;naturalistic;usa;76;9;Indo-European;Germanic;5;503
885;english397 white noise;english397 white noise;wadesboro, north carolina, usa;english;none;76;female;0;naturalistic;usa;76;9;Indo-European;Germanic;5;503
885;english397 time stretch;english397 time stretch;wadesboro, north carolina, usa;english;none;76;female;0;naturalistic;usa;76;9;Indo-European;Germanic;5;503
885;english397 pitch scale;english397 pitch scale;wadesboro, north carolina, usa;english;none;76;female;0;naturalistic;usa;76;9;Indo-European;Germanic;5;503
885;english397 random gain;english397 random gain;wadesboro, north carolina, usa;english;none;76;female;0;naturalistic;usa;76;9;Indo-European;Germanic;5;503
886;english398;english398;salisbury, north carolina, usa;english;none;83;female;0;naturalistic;usa;83;9;Indo-European;Germanic;5;503
886;english398 white noise;english398 white noise;salisbury, north carolina, usa;english;none;83;female;0;naturalistic;usa;83;9;Indo-European;Germanic;5;503
886;english398 time stretch;english398 time stretch;salisbury, north carolina, usa;english;none;83;female;0;naturalistic;usa;83;9;Indo-European;Germanic;5;503
886;english398 pitch scale;english398 pitch scale;salisbury, north carolina, usa;english;none;83;female;0;naturalistic;usa;83;9;Indo-European;Germanic;5;503
886;english398 random gain;english398 random gain;salisbury, north carolina, usa;english;none;83;female;0;naturalistic;usa;83;9;Indo-European;Germanic;5;503
887;english399;english399;la grange, georgia, usa;english;none;80;female;0;naturalistic;usa;80;9;Indo-European;Germanic;5;503
887;english399 white noise;english399 white noise;la grange, georgia, usa;english;none;80;female;0;naturalistic;usa;80;9;Indo-European;Germanic;5;503
887;english399 time stretch;english399 time stretch;la grange, georgia, usa;english;none;80;female;0;naturalistic;usa;80;9;Indo-European;Germanic;5;503
887;english399 pitch scale;english399 pitch scale;la grange, georgia, usa;english;none;80;female;0;naturalistic;usa;80;9;Indo-European;Germanic;5;503
887;english399 random gain;english399 random gain;la grange, georgia, usa;english;none;80;female;0;naturalistic;usa;80;9;Indo-European;Germanic;5;503
888;english400;english400;shanklin, isle of wight, uk;english;none;59;female;0;naturalistic;canada;55;9;Indo-European;Germanic;5;503
888;english400 white noise;english400 white noise;shanklin, isle of wight, uk;english;none;59;female;0;naturalistic;canada;55;9;Indo-European;Germanic;5;503
888;english400 time stretch;english400 time stretch;shanklin, isle of wight, uk;english;none;59;female;0;naturalistic;canada;55;9;Indo-European;Germanic;5;503
888;english400 pitch scale;english400 pitch scale;shanklin, isle of wight, uk;english;none;59;female;0;naturalistic;canada;55;9;Indo-European;Germanic;5;503
888;english400 random gain;english400 random gain;shanklin, isle of wight, uk;english;none;59;female;0;naturalistic;canada;55;9;Indo-European;Germanic;5;503
889;english401;english401;lucerne, switzerland;english;none;26;male;0;naturalistic;australia;26;9;Indo-European;Germanic;5;503
889;english401 white noise;english401 white noise;lucerne, switzerland;english;none;26;male;0;naturalistic;australia;26;9;Indo-European;Germanic;5;503
889;english401 time stretch;english401 time stretch;lucerne, switzerland;english;none;26;male;0;naturalistic;australia;26;9;Indo-European;Germanic;5;503
889;english401 pitch scale;english401 pitch scale;lucerne, switzerland;english;none;26;male;0;naturalistic;australia;26;9;Indo-European;Germanic;5;503
889;english401 random gain;english401 random gain;lucerne, switzerland;english;none;26;male;0;naturalistic;australia;26;9;Indo-European;Germanic;5;503
890;english402;english402;canberra, australia;english;none;26;female;0;naturalistic;australia;26;9;Indo-European;Germanic;5;503
890;english402 white noise;english402 white noise;canberra, australia;english;none;26;female;0;naturalistic;australia;26;9;Indo-European;Germanic;5;503
890;english402 time stretch;english402 time stretch;canberra, australia;english;none;26;female;0;naturalistic;australia;26;9;Indo-European;Germanic;5;503
890;english402 pitch scale;english402 pitch scale;canberra, australia;english;none;26;female;0;naturalistic;australia;26;9;Indo-European;Germanic;5;503
890;english402 random gain;english402 random gain;canberra, australia;english;none;26;female;0;naturalistic;australia;26;9;Indo-European;Germanic;5;503
891;english403;english403;sydney, australia;english;none;29;female;0;naturalistic;australia;29;9;Indo-European;Germanic;5;503
891;english403 white noise;english403 white noise;sydney, australia;english;none;29;female;0;naturalistic;australia;29;9;Indo-European;Germanic;5;503
891;english403 time stretch;english403 time stretch;sydney, australia;english;none;29;female;0;naturalistic;australia;29;9;Indo-European;Germanic;5;503
891;english403 pitch scale;english403 pitch scale;sydney, australia;english;none;29;female;0;naturalistic;australia;29;9;Indo-European;Germanic;5;503
891;english403 random gain;english403 random gain;sydney, australia;english;none;29;female;0;naturalistic;australia;29;9;Indo-European;Germanic;5;503
892;english404;english404;windsor, australia;english;italian japanese;29;male;0;naturalistic;australia;29;9;Indo-European;Germanic;5;503
892;english404 white noise;english404 white noise;windsor, australia;english;italian japanese;29;male;0;naturalistic;australia;29;9;Indo-European;Germanic;5;503
892;english404 time stretch;english404 time stretch;windsor, australia;english;italian japanese;29;male;0;naturalistic;australia;29;9;Indo-European;Germanic;5;503
892;english404 pitch scale;english404 pitch scale;windsor, australia;english;italian japanese;29;male;0;naturalistic;australia;29;9;Indo-European;Germanic;5;503
892;english404 random gain;english404 random gain;windsor, australia;english;italian japanese;29;male;0;naturalistic;australia;29;9;Indo-European;Germanic;5;503
893;english405;english405;geelong, australia;english;german indonesian;32;female;0;naturalistic;australia, usa;30;9;Indo-European;Germanic;5;503
893;english405 white noise;english405 white noise;geelong, australia;english;german indonesian;32;female;0;naturalistic;australia, usa;30;9;Indo-European;Germanic;5;503
893;english405 time stretch;english405 time stretch;geelong, australia;english;german indonesian;32;female;0;naturalistic;australia, usa;30;9;Indo-European;Germanic;5;503
893;english405 pitch scale;english405 pitch scale;geelong, australia;english;german indonesian;32;female;0;naturalistic;australia, usa;30;9;Indo-European;Germanic;5;503
893;english405 random gain;english405 random gain;geelong, australia;english;german indonesian;32;female;0;naturalistic;australia, usa;30;9;Indo-European;Germanic;5;503
894;english406;english406;pensacola, florida, usa;english;none;24;female;0;naturalistic;usa;24;9;Indo-European;Germanic;5;503
894;english406 white noise;english406 white noise;pensacola, florida, usa;english;none;24;female;0;naturalistic;usa;24;9;Indo-European;Germanic;5;503
894;english406 time stretch;english406 time stretch;pensacola, florida, usa;english;none;24;female;0;naturalistic;usa;24;9;Indo-European;Germanic;5;503
894;english406 pitch scale;english406 pitch scale;pensacola, florida, usa;english;none;24;female;0;naturalistic;usa;24;9;Indo-European;Germanic;5;503
